id,split,text,entities,difficulty,pattern_type,missing_entities,has_typo,word_count
sp_ner_v2_train_01257,train,Still have around 283 plates packed lunch boxes after catering order. Location is Gurgaon. Pickup before 7:30 PM.,"[[11, 28, ""QUANTITY""], [29, 47, ""FOOD_TYPE""], [54, 68, ""EVENT_TYPE""], [82, 89, ""LOCATION""], [98, 112, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01258,train,Pickup ASAP. 221 food packets of rice left after office lunch near Noida.,"[[7, 11, ""TIME""], [13, 29, ""QUANTITY""], [33, 37, ""FOOD_TYPE""], [49, 61, ""EVENT_TYPE""], [67, 72, ""LOCATION""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01259,train,493+ plates pulao can be donated after the wedding at Nagpur. Please collect before lunch.,"[[0, 11, ""QUANTITY""], [12, 17, ""FOOD_TYPE""], [43, 50, ""EVENT_TYPE""], [54, 60, ""LOCATION""], [77, 89, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01260,train,Still have roughly 238 lunch boxes sandwiches after wedding. Location is Noida. Pickup within 2 hours.,"[[11, 34, ""QUANTITY""], [35, 45, ""FOOD_TYPE""], [52, 59, ""EVENT_TYPE""], [73, 78, ""LOCATION""], [87, 101, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01261,train,"sandwiches bacha hai, maybe 101 food packets, after college fest in Delhi. Need pickup by 9 PM.","[[0, 10, ""FOOD_TYPE""], [28, 44, ""QUANTITY""], [52, 64, ""EVENT_TYPE""], [68, 73, ""LOCATION""], [87, 94, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01262,train,"Anyone can take 96 servings of poha? It is from a seminar at MP Nagar, available before 7:30 PM.","[[16, 27, ""QUANTITY""], [31, 35, ""FOOD_TYPE""], [50, 57, ""EVENT_TYPE""], [61, 69, ""LOCATION""], [81, 95, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01263,train,Urgent update: we just finished a temple event in Kolar Road and have 157 packets of idli sambar left. Contact soon. Pickup tomorrow morning.,"[[34, 46, ""EVENT_TYPE""], [50, 60, ""LOCATION""], [70, 81, ""QUANTITY""], [85, 96, ""FOOD_TYPE""], [124, 140, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01264,train,Still have roughly 415 lunch boxes chole rice after community lunch. Location is Indr. Pickup before lunch.,"[[11, 34, ""QUANTITY""], [35, 45, ""FOOD_TYPE""], [52, 67, ""EVENT_TYPE""], [81, 85, ""LOCATION""], [94, 106, ""TIME""]]",hard,casual+typo,,True,
sp_ner_v2_train_01265,train,"At Kolar Road, leftover chapati sabzi from hostel mess, quantity 110 food packets. Collection before 7:30 PM.","[[3, 13, ""LOCATION""], [24, 37, ""FOOD_TYPE""], [43, 54, ""EVENT_TYPE""], [65, 81, ""QUANTITY""], [94, 108, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01266,train,"From office lunch at Noida: veg biryani, lots of servings, pickup by 9 PM.","[[5, 17, ""EVENT_TYPE""], [21, 26, ""LOCATION""], [28, 39, ""FOOD_TYPE""], [41, 57, ""QUANTITY""], [66, 73, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01267,train,about 97 portions meals are available. Need pickup soon.,"[[0, 17, ""QUANTITY""]]",hard,missing_entity,"FOOD_TYPE,EVENT_TYPE,LOCATION",False,
sp_ner_v2_train_01268,train,we just finished a reception in Nagpur and have more than 217 meals of khichdi left. Pickup ASAP.,"[[19, 28, ""EVENT_TYPE""], [32, 38, ""LOCATION""], [48, 67, ""QUANTITY""], [71, 78, ""FOOD_TYPE""], [92, 96, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01269,train,We have nearly 283 servings of rajma rice left after a catering order near Noida. Collect before midnight.,"[[8, 27, ""QUANTITY""], [31, 41, ""FOOD_TYPE""], [55, 69, ""EVENT_TYPE""], [75, 80, ""LOCATION""], [90, 105, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01270,train,"samosa bacha hai, maybe about 411 portions, after corporate event in Bhopal. Need pickup tomorrow morning.","[[0, 6, ""FOOD_TYPE""], [24, 42, ""QUANTITY""], [50, 65, ""EVENT_TYPE""], [69, 75, ""LOCATION""], [89, 105, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01271,train,"Donation available: approx 144 packets biryani from school function, location Hyderabad, pickup within 2 hours.","[[20, 38, ""QUANTITY""], [39, 46, ""FOOD_TYPE""], [52, 67, ""EVENT_TYPE""], [78, 87, ""LOCATION""], [96, 110, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01272,train,"Got 66 packets idli sambar left from yesterday's office lunch near Vijay Nagar, pickup tonight.","[[4, 14, ""QUANTITY""], [15, 26, ""FOOD_TYPE""], [49, 61, ""EVENT_TYPE""], [67, 78, ""LOCATION""], [87, 94, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01273,train,"Anyone can take 186+ plates of sandwiches? It is from a college fest at Bhopal, available tomorrow morning.","[[16, 27, ""QUANTITY""], [31, 41, ""FOOD_TYPE""], [56, 68, ""EVENT_TYPE""], [72, 78, ""LOCATION""], [90, 106, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01274,train,"Got approx 403 packets rajma rice left from yesterday's school function near Arera Colony, pickup within 2 hours.","[[4, 22, ""QUANTITY""], [23, 33, ""FOOD_TYPE""], [56, 71, ""EVENT_TYPE""], [77, 89, ""LOCATION""], [98, 112, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01275,train,"food packets donate karna hai, food for around 80 people approx, office lunch ke baad, location Delhi, pickup by 9 PM.","[[0, 12, ""FOOD_TYPE""], [31, 56, ""QUANTITY""], [65, 77, ""EVENT_TYPE""], [96, 101, ""LOCATION""], [110, 117, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01276,train,nearly 114 servings roti sabzi can be donated after the religious event at Pune. Please collect by evening.,"[[0, 19, ""QUANTITY""], [20, 30, ""FOOD_TYPE""], [56, 71, ""EVENT_TYPE""], [75, 79, ""LOCATION""], [96, 106, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01277,train,around 430 plates dal rice can be donated after the reception at MP Nagar. Please collect within 2 hours.,"[[0, 17, ""QUANTITY""], [18, 26, ""FOOD_TYPE""], [52, 61, ""EVENT_TYPE""], [65, 73, ""LOCATION""], [90, 104, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01278,train,"There is leftover vada pav, around roughly 364 lunch boxes, from a office lunch in Vijay Nagar. Pickup before lunch.","[[18, 26, ""FOOD_TYPE""], [35, 58, ""QUANTITY""], [67, 79, ""EVENT_TYPE""], [83, 94, ""LOCATION""], [103, 115, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01279,train,more than 496 meals veg meals can be donated after the conference at Nagpur. Please collect early morning.,"[[0, 19, ""QUANTITY""], [20, 29, ""FOOD_TYPE""], [55, 65, ""EVENT_TYPE""], [69, 75, ""LOCATION""], [92, 105, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01280,train,"upma donate karna hai, 299 food packets approx, temple event ke baad, location Arera Colony, pickup by 9 PM.","[[0, 4, ""FOOD_TYPE""], [23, 39, ""QUANTITY""], [48, 60, ""EVENT_TYPE""], [79, 91, ""LOCATION""], [100, 107, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01281,train,"Near Vijay Nagar, nearly 395 servings of paneer curry remain after a family function. Pickup tomorrow morning.","[[5, 16, ""LOCATION""], [18, 37, ""QUANTITY""], [41, 53, ""FOOD_TYPE""], [69, 84, ""EVENT_TYPE""], [93, 109, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01282,train,We have 489 plates of fruit salad left after a catering order near MP Nagar. Collect early morning.,"[[8, 18, ""QUANTITY""], [22, 33, ""FOOD_TYPE""], [47, 61, ""EVENT_TYPE""], [67, 75, ""LOCATION""], [85, 98, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01283,train,Still have approx 135 packets vada pav after birthday party. Location is Andheri. Pickup before midnight.,"[[11, 29, ""QUANTITY""], [30, 38, ""FOOD_TYPE""], [45, 59, ""EVENT_TYPE""], [73, 80, ""LOCATION""], [89, 104, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01284,train,Still have 426 packets poha after corporate event. Location is Bangalore. Pickup by evening.,"[[11, 22, ""QUANTITY""], [23, 27, ""FOOD_TYPE""], [34, 49, ""EVENT_TYPE""], [63, 72, ""LOCATION""], [81, 91, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01285,train,We have 267 servings of biryani left after a hostel mess near Kolar Road. Collect tomorrow morning.,"[[8, 20, ""QUANTITY""], [24, 31, ""FOOD_TYPE""], [45, 56, ""EVENT_TYPE""], [62, 72, ""LOCATION""], [82, 98, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01286,train,"Donation available: about 202 portions veg biryani from conference, location Kolar Road, pickup soon.","[[20, 38, ""QUANTITY""], [39, 50, ""FOOD_TYPE""], [56, 66, ""EVENT_TYPE""], [77, 87, ""LOCATION""], [96, 100, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01287,train,"idli sambar bacha hai, maybe 313 servings, after birthday party in Mumbai. Need pickup tonight.","[[0, 11, ""FOOD_TYPE""], [29, 41, ""QUANTITY""], [49, 63, ""EVENT_TYPE""], [67, 73, ""LOCATION""], [87, 94, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01288,train,164+ plates packed lunch boxes left after conference near Arera Colony.,"[[0, 11, ""QUANTITY""], [12, 30, ""FOOD_TYPE""], [42, 52, ""EVENT_TYPE""], [58, 70, ""LOCATION""]]",hard,missing_entity,TIME,False,
sp_ner_v2_train_01289,train,a couple hundred meals of upma are available from a reception in Lucknow. Pickup ASAP.,"[[0, 22, ""QUANTITY""], [26, 30, ""FOOD_TYPE""], [52, 61, ""EVENT_TYPE""], [65, 72, ""LOCATION""], [81, 85, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01290,train,171 boxes packed lunch boxes can be donated after the family function at Jaipur. Please collect in the next hour.,"[[0, 9, ""QUANTITY""], [10, 28, ""FOOD_TYPE""], [54, 69, ""EVENT_TYPE""], [73, 79, ""LOCATION""], [96, 112, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01291,train,"Got a few packets samosa left from yesterday's college fest near Hyderabad, pickup by 9 PM.","[[4, 17, ""QUANTITY""], [18, 24, ""FOOD_TYPE""], [47, 59, ""EVENT_TYPE""], [65, 74, ""LOCATION""], [83, 90, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01292,train,Still have around 159 plates roti sabzi after seminar. Location is Kolar Road. Pickup before 8 PM.,"[[11, 28, ""QUANTITY""], [29, 39, ""FOOD_TYPE""], [46, 53, ""EVENT_TYPE""], [67, 77, ""LOCATION""], [86, 97, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01293,train,after 6 PM pickup needed for approx 122 packets paratha rolls from school funciton in Bangalore.,"[[0, 10, ""TIME""], [29, 47, ""QUANTITY""], [48, 61, ""FOOD_TYPE""], [67, 82, ""EVENT_TYPE""], [86, 95, ""LOCATION""]]",hard,noisy_or_order_changed+typo,,True,
sp_ner_v2_train_01294,train,"Gurgaon me reception se 483+ plates vada pav extra hai, collect early morning.","[[0, 7, ""LOCATION""], [11, 20, ""EVENT_TYPE""], [24, 35, ""QUANTITY""], [36, 44, ""FOOD_TYPE""], [64, 77, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01295,train,"Anyone can take 86 food packets of vada pav? It is from a wedding at Kolar Road, available before 7:30 PM.","[[16, 31, ""QUANTITY""], [35, 43, ""FOOD_TYPE""], [58, 65, ""EVENT_TYPE""], [69, 79, ""LOCATION""], [91, 105, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01296,train,"fruit salad bacha hai, maybe more than 215 meals, after conference in Vijay Nagar. Need pickup in the next hour.","[[0, 11, ""FOOD_TYPE""], [29, 48, ""QUANTITY""], [56, 66, ""EVENT_TYPE""], [70, 81, ""LOCATION""], [95, 111, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01297,train,248 plates of food available after hostel mess near Bangalore. Pickup ASAP.,"[[0, 10, ""QUANTITY""], [35, 46, ""EVENT_TYPE""], [52, 61, ""LOCATION""], [70, 74, ""TIME""]]",hard,missing_entity,FOOD_TYPE,False,
sp_ner_v2_train_01298,train,Leftover chole rice after school function in Hyderabad. Need pickup early morning.,"[[9, 19, ""FOOD_TYPE""], [26, 41, ""EVENT_TYPE""], [45, 54, ""LOCATION""], [68, 81, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01299,train,biryani left after a corporate event in Vijay Nagar. Pickup tonight.,"[[0, 7, ""FOOD_TYPE""], [21, 36, ""EVENT_TYPE""], [40, 51, ""LOCATION""], [60, 67, ""TIME""]]",hard,missing_entity,QUANTITY,False,
sp_ner_v2_train_01300,train,"Anyone can take roughly 459 lunch boxes of paneer curry? It is from a wedding at Gurgaon, available in the next hour.","[[16, 39, ""QUANTITY""], [43, 55, ""FOOD_TYPE""], [70, 77, ""EVENT_TYPE""], [81, 88, ""LOCATION""], [100, 116, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01301,train,"there is extra samosa from our catering order; quantity is 452 food packets, area Bangalore. Thanks. Pickup before 8 PM.","[[15, 21, ""FOOD_TYPE""], [31, 45, ""EVENT_TYPE""], [59, 75, ""QUANTITY""], [82, 91, ""LOCATION""], [108, 119, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01302,train,around 55 plates of samosa are available from a reception in Bhopal. Pickup tomorrow morning.,"[[0, 16, ""QUANTITY""], [20, 26, ""FOOD_TYPE""], [48, 57, ""EVENT_TYPE""], [61, 67, ""LOCATION""], [76, 92, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01303,train,We have 358 boxes of upma left after a reception near Lucknow. Collect before midnight.,"[[8, 17, ""QUANTITY""], [21, 25, ""FOOD_TYPE""], [39, 48, ""EVENT_TYPE""], [54, 61, ""LOCATION""], [71, 86, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01304,train,lots of servings of idli sambar are available from a hostel mess in Bangalore. Pickup after 6 PM.,"[[0, 16, ""QUANTITY""], [20, 31, ""FOOD_TYPE""], [53, 64, ""EVENT_TYPE""], [68, 77, ""LOCATION""], [86, 96, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01305,train,Still have almost hundred plates upma after birthday party. Location is Lucknow. Pickup ASAP.,"[[11, 32, ""QUANTITY""], [33, 37, ""FOOD_TYPE""], [44, 58, ""EVENT_TYPE""], [72, 79, ""LOCATION""], [88, 92, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01306,train,Leftover rice after office lunch in Andheri. Need pickup tomorrow morning.,"[[9, 13, ""FOOD_TYPE""], [20, 32, ""EVENT_TYPE""], [36, 43, ""LOCATION""], [57, 73, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01307,train,"Donation available: more than 368 meals vada pav from hostel mess, location Lucknow, pickup soon.","[[20, 39, ""QUANTITY""], [40, 48, ""FOOD_TYPE""], [54, 65, ""EVENT_TYPE""], [76, 83, ""LOCATION""], [92, 96, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01308,train,"Can someone collect veg meals from Arera Colony in the next hour? Quantity is nearly 412 servings, after catering order.","[[20, 29, ""FOOD_TYPE""], [35, 47, ""LOCATION""], [48, 64, ""TIME""], [78, 97, ""QUANTITY""], [105, 119, ""EVENT_TYPE""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01309,train,roughly 227 lunch boxes biryani can be donated after the reception at Andheri. Please collect early morning.,"[[0, 23, ""QUANTITY""], [24, 31, ""FOOD_TYPE""], [57, 66, ""EVENT_TYPE""], [70, 77, ""LOCATION""], [94, 107, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01310,train,"Anyone can take almost hundred plates of chole rice? It is from a hostel mess at Vijay Nagar, available ASAP.","[[16, 37, ""QUANTITY""], [41, 51, ""FOOD_TYPE""], [66, 77, ""EVENT_TYPE""], [81, 92, ""LOCATION""], [104, 108, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01311,train,nearly 289 servings of paratha rolls are available from a corporate event in Mumbai. Pickup before midnight.,"[[0, 19, ""QUANTITY""], [23, 36, ""FOOD_TYPE""], [58, 73, ""EVENT_TYPE""], [77, 83, ""LOCATION""], [92, 107, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01312,train,"Donation available: nearly 450 servings pulao from conference, location Kolar Road, pickup early morning.","[[20, 39, ""QUANTITY""], [40, 45, ""FOOD_TYPE""], [51, 61, ""EVENT_TYPE""], [72, 82, ""LOCATION""], [91, 104, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01313,train,around 160 plates idli sambar available near Gurgaon. Pickup tonight.,"[[0, 17, ""QUANTITY""], [18, 29, ""FOOD_TYPE""], [45, 52, ""LOCATION""], [61, 68, ""TIME""]]",hard,missing_entity,EVENT_TYPE,False,
sp_ner_v2_train_01314,train,"Got 78 packets upma left from yesterday's family function near Mumbai, pickup before 7:30 PM.","[[4, 14, ""QUANTITY""], [15, 19, ""FOOD_TYPE""], [42, 57, ""EVENT_TYPE""], [63, 69, ""LOCATION""], [78, 92, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01315,train,"Anyone can take 296+ plates of paneer curry? It is from a catering order at MP Nagar, available after 6 PM.","[[16, 27, ""QUANTITY""], [31, 43, ""FOOD_TYPE""], [58, 72, ""EVENT_TYPE""], [76, 84, ""LOCATION""], [96, 106, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01316,train,Leftover veg biryani after school function in Bangalore. Need pickup before 7:30 PM.,"[[9, 20, ""FOOD_TYPE""], [27, 42, ""EVENT_TYPE""], [46, 55, ""LOCATION""], [69, 83, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01317,train,Urgent update: we just finished a birthday party in Bhopal and have 259 plates of rajma rice left. It may spoil if delayed. Pickup before 7:30 PM.,"[[34, 48, ""EVENT_TYPE""], [52, 58, ""LOCATION""], [68, 78, ""QUANTITY""], [82, 92, ""FOOD_TYPE""], [131, 145, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01318,train,"Got 101 packets paneer curry left from yesterday's birthday party near Hyderabad, pickup early morning.","[[4, 15, ""QUANTITY""], [16, 28, ""FOOD_TYPE""], [51, 65, ""EVENT_TYPE""], [71, 80, ""LOCATION""], [89, 102, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01319,train,about 457 portions of roti sabzi are available from a seminar in Lucknow. Pickup soon.,"[[0, 18, ""QUANTITY""], [22, 32, ""FOOD_TYPE""], [54, 61, ""EVENT_TYPE""], [65, 72, ""LOCATION""], [81, 85, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01320,train,"Donation available: about 328 portions poha from religious event, location Indore, pickup around 10 PM.","[[20, 38, ""QUANTITY""], [39, 43, ""FOOD_TYPE""], [49, 64, ""EVENT_TYPE""], [75, 81, ""LOCATION""], [90, 102, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01321,train,162 boxes of rajma rice are available from a school function in Gurgaon. Pickup by evening.,"[[0, 9, ""QUANTITY""], [13, 23, ""FOOD_TYPE""], [45, 60, ""EVENT_TYPE""], [64, 71, ""LOCATION""], [80, 90, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01322,train,"There is leftover packed lunch boxes, around 317 food packets, from a birthday party in Bhopal. Pickup tomorrow morning.","[[18, 36, ""FOOD_TYPE""], [45, 61, ""QUANTITY""], [70, 84, ""EVENT_TYPE""], [88, 94, ""LOCATION""], [103, 119, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01323,train,133 food packets poha can be donated after the seminar at Kolar Road. Please collect tonight.,"[[0, 16, ""QUANTITY""], [17, 21, ""FOOD_TYPE""], [47, 54, ""EVENT_TYPE""], [58, 68, ""LOCATION""], [85, 92, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01324,train,382 servings of food available after reception near Bhopal. Pickup around 10 PM.,"[[0, 12, ""QUANTITY""], [37, 46, ""EVENT_TYPE""], [52, 58, ""LOCATION""], [67, 79, ""TIME""]]",hard,missing_entity,FOOD_TYPE,False,
sp_ner_v2_train_01325,train,"Anyone can take nearly 181 servings of roti sabzi? It is from a temple event at Arera Colony, available early morning.","[[16, 35, ""QUANTITY""], [39, 49, ""FOOD_TYPE""], [64, 76, ""EVENT_TYPE""], [80, 92, ""LOCATION""], [104, 117, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01326,train,about 111 portions roti sabzi can be donated after the religious event at Pune. Please collect early morning.,"[[0, 18, ""QUANTITY""], [19, 29, ""FOOD_TYPE""], [55, 70, ""EVENT_TYPE""], [74, 78, ""LOCATION""], [95, 108, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01327,train,96 plates upma can be donated after the religious event at Bhopal. Please collect within 2 hours.,"[[0, 9, ""QUANTITY""], [10, 14, ""FOOD_TYPE""], [40, 55, ""EVENT_TYPE""], [59, 65, ""LOCATION""], [82, 96, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01328,train,"Got nearly 105 servings idli sambar left from yesterday's conference near Kolar Road, pickup before midnight.","[[4, 23, ""QUANTITY""], [24, 35, ""FOOD_TYPE""], [58, 68, ""EVENT_TYPE""], [74, 84, ""LOCATION""], [93, 108, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01329,train,"Donation available: 457 boxes poha from corporate event, location Jaipur, pickup after 6 PM.","[[20, 29, ""QUANTITY""], [30, 34, ""FOOD_TYPE""], [40, 55, ""EVENT_TYPE""], [66, 72, ""LOCATION""], [81, 91, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01330,train,"There is leftover roti sabzi, around approx 345 packets, from a catering order in Bhopal. Pickup around 10 PM.","[[18, 28, ""FOOD_TYPE""], [37, 55, ""QUANTITY""], [64, 78, ""EVENT_TYPE""], [82, 88, ""LOCATION""], [97, 109, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01331,train,"Anyone can take 65 boxes of sandwiches? It is from a conference at Vijay Nagar, avaliable after 6 PM.","[[16, 24, ""QUANTITY""], [28, 38, ""FOOD_TYPE""], [53, 63, ""EVENT_TYPE""], [67, 78, ""LOCATION""], [90, 100, ""TIME""]]",hard,casual+typo,,True,
sp_ner_v2_train_01332,train,Pickup tonight. roughly 182 lunch boxes of khichdi left after office lunch near Bhopal.,"[[7, 14, ""TIME""], [16, 39, ""QUANTITY""], [43, 50, ""FOOD_TYPE""], [62, 74, ""EVENT_TYPE""], [80, 86, ""LOCATION""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01333,train,"dal rice donate karna hai, 232 boxes approx, seminar ke baad, location Bangalore, pickup ASAP.","[[0, 8, ""FOOD_TYPE""], [27, 36, ""QUANTITY""], [45, 52, ""EVENT_TYPE""], [71, 80, ""LOCATION""], [89, 93, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01334,train,"Hello team, instead of wasting food, we want to donate 181 plates packed lunch boxes from school function at Pune. Pickup around 10 PM.","[[55, 65, ""QUANTITY""], [66, 84, ""FOOD_TYPE""], [90, 105, ""EVENT_TYPE""], [109, 113, ""LOCATION""], [122, 134, ""TIME""]]",hard,noisy_or_order_changed,,False,
sp_ner_v2_train_01335,train,Leftover veg meals after seminar in Bhopal. Need pickup before 8 PM.,"[[9, 18, ""FOOD_TYPE""], [25, 32, ""EVENT_TYPE""], [36, 42, ""LOCATION""], [56, 67, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01336,train,reception ke baad a couple hundred meals rice bachi hai in Arera Colony. Pickup in the next hour.,"[[0, 9, ""EVENT_TYPE""], [18, 40, ""QUANTITY""], [41, 45, ""FOOD_TYPE""], [59, 71, ""LOCATION""], [80, 96, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01337,train,roughly 289 lunch boxes of rice are available from a catering order in Delhi. Pickup by evening.,"[[0, 23, ""QUANTITY""], [27, 31, ""FOOD_TYPE""], [53, 67, ""EVENT_TYPE""], [71, 76, ""LOCATION""], [85, 95, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01338,train,265 food packets of fruit salad are available from a school function in Bhopal. Pickup soon.,"[[0, 16, ""QUANTITY""], [20, 31, ""FOOD_TYPE""], [53, 68, ""EVENT_TYPE""], [72, 78, ""LOCATION""], [87, 91, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01339,train,"upma bacha hai, maybe around 193 plates, after religious event in Bhopal. Need pickup after 6 PM.","[[0, 4, ""FOOD_TYPE""], [22, 39, ""QUANTITY""], [47, 62, ""EVENT_TYPE""], [66, 72, ""LOCATION""], [86, 96, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01340,train,Leftover rajma rice after reception in Bhopal. Need pickup before midnight.,"[[9, 19, ""FOOD_TYPE""], [26, 35, ""EVENT_TYPE""], [39, 45, ""LOCATION""], [59, 74, ""TIME""]]",hard,hinglish_or_reordered,,False,
sp_ner_v2_train_01341,train,"Got about 46 portions samosa left from yesterday's conference near Kolar Road, pickup within 2 hours.","[[4, 21, ""QUANTITY""], [22, 28, ""FOOD_TYPE""], [51, 61, ""EVENT_TYPE""], [67, 77, ""LOCATION""], [86, 100, ""TIME""]]",medium,casual,,False,
sp_ner_v2_train_01342,train,Lots of idli sambar left after office lunch; can collect from Gurgaon.,"[[8, 19, ""FOOD_TYPE""], [31, 43, ""EVENT_TYPE""], [62, 69, ""LOCATION""]]",hard,missing_entity,"QUANTITY,TIME",False,
sp_ner_v2_train_01343,train,food for around 80 people veg meals left after birthday party. Pickup ASAP.,"[[0, 25, ""QUANTITY""], [26, 35, ""FOOD_TYPE""], [47, 61, ""EVENT_TYPE""], [70, 74, ""TIME""]]",hard,missing_entity,LOCATION,False,
sp_ner_v2_train_01344,train,We have 317+ plates of paneer curry left after a school function near Vijay Nagar. Collect before 7:30 PM.,"[[8, 19, ""QUANTITY""], [23, 35, ""FOOD_TYPE""], [49, 64, ""EVENT_TYPE""], [70, 81, ""LOCATION""], [91, 105, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01345,train,148+ plates of chole rice are available from a conference in Jaipur. Pickup early morning.,"[[0, 11, ""QUANTITY""], [15, 25, ""FOOD_TYPE""], [47, 57, ""EVENT_TYPE""], [61, 67, ""LOCATION""], [76, 89, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01346,train,We have lots of servings of paneer curry left after a school function near Jaipur. Collect before 8 PM.,"[[8, 24, ""QUANTITY""], [28, 40, ""FOOD_TYPE""], [54, 69, ""EVENT_TYPE""], [75, 81, ""LOCATION""], [91, 102, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01347,train,We have more than 107 meals of paratha rolls left after a wedding near Kolar Road. Collect in the next hour.,"[[8, 27, ""QUANTITY""], [31, 44, ""FOOD_TYPE""], [58, 65, ""EVENT_TYPE""], [71, 81, ""LOCATION""], [91, 107, ""TIME""]]",easy,formal,,False,
sp_ner_v2_train_01348,train,"At MP Nagar, leftover paneer curry from family function, quantity 290 servings. Collection in the next hour.","[[3, 11, ""LOCATION""], [22, 34, ""FOOD_TYPE""], [40, 55, ""EVENT_TYPE""], [66, 78, ""QUANTITY""], [91, 107, ""TIME""]]",hard,noisy_or_order_changed,,False,
